palabra,pista,
cuaternaria,adjetivo-inicia-con-c,
cuaternario,adjetivo-inicia-con-c,
cuaterno,adjetivo-inicia-con-c,
cuatralba,adjetivo-inicia-con-c,
cuatralbo,adjetivo-inicia-con-c,
cuatrera,adjetivo-inicia-con-c,
cuatrero,caballista/ratero/salteador/chorizo/perverso/mangante/carterista/saqueador/timador/bandido/caco/descuidero/cleptomano/ladron/atracador/bandolero/malhechor/maleante,
cuatrienal,adjetivo-inicia-con-c,
cuatrimestral,adjetivo-inicia-con-c,
cuatrimestre,adjetivo-inicia-con-c,
cuatrimotor,adjetivo-inicia-con-c,
cuatro,adjetivo-inicia-con-c,
cuatrocentista,adjetivo-inicia-con-c,
cubana,adjetivo-inicia-con-c,
cubano,adjetivo-inicia-con-c,
cubarense,nombre/comun-inicia-con-c,
cubeta,tonel/vasija/pipote/pellejo/redoma/garrafon/bombona/ampolla/bocoy/barrica/botella/cunete/bota/frasco/pipa/damajuana/tina/cuba/garrafa/odre/casco/barril,
cubeto,adjetivo-inicia-con-c,
cubica,adjetivo-inicia-con-c,
cubico,adjetivo-inicia-con-c,
cubista,adjetivo-inicia-con-c,
cubital,adjetivo-inicia-con-c,
cuca,adjetivo-inicia-con-c,
cuchareta,nombre/comun-inicia-con-c,
cucharon,cucharilla/cuchara,
cuche,nombre/compuesto-inicia-con-c,
cuchillar,adjetivo-inicia-con-c,
cuchufletera,adjetivo-inicia-con-c,
cuchufletero,adjetivo-inicia-con-c,
cuco,ladino/taimado/zamacuco/artero/macuco/picaro/astuto/lagarto/zorro/hipocrita/mojigato/pillo,
cucunubense,nombre/comun-inicia-con-c,
cucurbitacea,adjetivo-inicia-con-c,
cucurbitaceo,adjetivo-inicia-con-c,
cucutillense,nombre/comun-inicia-con-c,
cuellicorta,adjetivo-inicia-con-c,
cuellicorto,adjetivo-inicia-con-c,
cuentera,adjetivo-inicia-con-c,
cuentero,pretencioso/baladron/exagerador/vanidoso/alabancioso/cacareador/jactancioso/bocazas/presumido/presuntuoso/fanfarron/blasonador/postinero,
cuentista,nombre/comun-inicia-con-c,
cuerda,estrinque/lia/cabestro/secante/lazo/segmento/calabrote/trailla/atadura/jarcia/cordeta/maroma/guindaleta/lazada/cable/brida/radio/soga/tangente/cordel/sirga/amarra/cordoncillo/linea/ronzal/hilo/barloa/recta/guita/bramante/cabo/cordon/diametro/cordelejo/eje/ligadura/baga/semirrecta/nudo/alambre/bisectriz,
cuerdo,reflexivo/sensato/grave/prudente/juicioso,
cuestionable,adjetivo-inicia-con-c,
cuidador,criado/palafrenero/celador/lacayo/portero/centinela/vigilante/guardia/depositario/guardaspaldas/conserje/cancerbero/escolta/guardian/protector/guarda/servidor/caballerizo,
cuidadora,adjetivo-inicia-con-c,
cuidadosa,adjetivo-inicia-con-c,
cuidadoso,esmerado/preciso/escrupuloso/carinoso/limpio/lamido/pulido/acicalado/maternal/pulcro/cuidadoso/concienzudo/atildado/celoso/relamido/minucioso,
cuitada,adjetivo-inicia-con-c,
cuitado,adjetivo-inicia-con-c,
culera,adjetivo-inicia-con-c,
culero,biquini/tanga/calzon/slip/panal/braga,
culinaria,adjetivo-inicia-con-c,
culinario,adjetivo-inicia-con-c,
culinegra,adjetivo-inicia-con-c,
culinegro,adjetivo-inicia-con-c,
culminante,adjetivo-inicia-con-c,
culpable,adjetivo-inicia-con-c,
culpada,adjetivo-inicia-con-c,
culpado,adjetivo-inicia-con-c,
culposa,adjetivo-inicia-con-c,
culposo,adjetivo-inicia-con-c,
culta,adjetivo-inicia-con-c,
cultera,adjetivo-inicia-con-c,
culterana,adjetivo-inicia-con-c,
culterano,adjetivo-inicia-con-c,
cultero,adjetivo-inicia-con-c,
cultiparlista,adjetivo-inicia-con-c,
cultivable,adjetivo-inicia-con-c,
cultivada,adjetivo-inicia-con-c,
cultivado,sabio/ilustrado/culto/arado/sembrado/docto/letrado/leido/movido/plantado/cavado/erudito/laborado/labrado,
cultivador,labriego/horticultor/floricultor/rustico/jardinero/labrador/aldeano/ganan/campesino/agricultor,
cultivadora,adjetivo-inicia-con-c,
culto,sabio/amor/docto/ofrenda/pasion/misa/ceremonia/devocion/enterado/veneracion/clasico/colegial/normativo/universitario/cultivado/instruido/ilustrado/poetico/conocedor/admiracion/academico/respeto/escolar/erudito/rito/literario/adoracion/purista/liturgia/fervor/estima/leido/letrado/docente/intelectual/idoloatria,
cultor,adjetivo-inicia-con-c,
cultora,adjetivo-inicia-con-c,
cultual,adjetivo-inicia-con-c,
cultural,adjetivo-inicia-con-c,
cultureta,nombre/comun-inicia-con-c,
cumanagota,adjetivo-inicia-con-c,
cumanagoto,adjetivo-inicia-con-c,
cumpleanera,adjetivo-inicia-con-c,
cumpleanero,adjetivo-inicia-con-c,
cumplida,adjetivo-inicia-con-c,
cumplidera,adjetivo-inicia-con-c,
cumplidero,adjetivo-inicia-con-c,
cumplido,dedicacion/parabien/cortes/completo/dedicatoria/felicitacion/caballeresco/caballeroso/educado/senor/justo/saludo/ofrecimiento/convite/noble/brindis/refinado/galante/invitacion/hidalgo/proporcionado/acomodado/exacto/elogio/cumplimiento/cabal/integro/placeme/enhorabuena/congratulacion,
cumplidor,obsecuente/exacto/docil/estricto/disciplinado/ajustado/precioso/fiel/manso/rendido/obediente/sumiso,
cumplidora,adjetivo-inicia-con-c,
cumplimentera,adjetivo-inicia-con-c,
cumplimentero,adjetivo-inicia-con-c,
cuna,adjetivo-inicia-con-c,
cuneiforme,adjetivo-inicia-con-c,
cunera,adjetivo-inicia-con-c,
cunero,adjetivo-inicia-con-c,
cunicultor,adjetivo-inicia-con-c,
cunicultora,adjetivo-inicia-con-c,
cupresina,adjetivo-inicia-con-c,
cupresino,adjetivo-inicia-con-c,
cuprica,adjetivo-inicia-con-c,
cuprico,adjetivo-inicia-con-c,
cuprifera,adjetivo-inicia-con-c,
cuprifero,adjetivo-inicia-con-c,
cuprosa,adjetivo-inicia-con-c,
cuproso,adjetivo-inicia-con-c,
curable,adjetivo-inicia-con-c,
curada,adjetivo-inicia-con-c,
curado,adjetivo-inicia-con-c,
curador,adjetivo-inicia-con-c,
curadora,adjetivo-inicia-con-c,
cural,nombre/compuesto-inicia-con-c,
curalotodo,nombre/comun-inicia-con-c,
curativa,adjetivo-inicia-con-c,
curativo,adjetivo-inicia-con-c,
curda,turca/mona/mona/juma/pedal/llorona/cuelgue/sombrero/pitima/jumera/zamacuco/pedo/borrachera/hongo/tablon/pea/manta/bimba/chistera/cogorza/tranca/tajada/melopea,
curdo,adjetivo-inicia-con-c,
curial,adjetivo-inicia-con-c,
curialesca,adjetivo-inicia-con-c,
curialesco,adjetivo-inicia-con-c,
curiosa,adjetivo-inicia-con-c,
curioso,metijon/maniatico/entremetido/extrano/irregular/estrambotico/desacostumbrado/raro/singular/chismoso/peculiar/atipico/decente/excentrico/rara/limpio/fisgon/estrafalario/extraordinario/puntual/espectador/anecdotico/indiscreto/extravagante/entrometido/metomentodo/cotilla/observador/miron/aseado/buscavidas,
curra,adjetivo-inicia-con-c,
curricular,adjetivo-inicia-con-c,
curro,adjetivo-inicia-con-c,
currutaca,adjetivo-inicia-con-c,
currutaco,mozalbete/elegante/coqueto/dandi/lechuguino/gomoso/caballerete/petimetre/presumido/figurin/pisaverde,
cursada,adjetivo-inicia-con-c,
cursado,experimentado/experto/habituado/ducho/acostumbrado/avezado/baqueteado,
cursi,adjetivo-inicia-con-c,
cursillista,nombre/comun-inicia-con-c,
curtida,adjetivo-inicia-con-c,
curtido,corrido/acartonado/enteco/experimentado/flaco/experto/enjuto/seco/amojamado/diestro/apergaminado/demacrado/avezado/fogueado/veterano/momificado,
curtiente,adjetivo-inicia-con-c,
curva,curvatura/revuelta/recodo/meandro/sinuosidad/arco,
curvada,adjetivo-inicia-con-c,
curvado,curvo/ganchudo/combado/alabeado/abovedado/corvo/arqueado,
curvilinea,adjetivo-inicia-con-c,
curvilineo,curvo/serpenteante/sinuoso/ondulante,
curvo,curvilineo/ganchudo/sinuoso/curvado/serpenteante/arqueado/ondulante,
cuta,adjetivo-inicia-con-c,
cutanea,adjetivo-inicia-con-c,
cutaneo,epidermico,
cuticular,adjetivo-inicia-con-c,
cuto,adjetivo-inicia-con-c,
cutral,adjetivo-inicia-con-c,
cutre,adjetivo-inicia-con-c,
dable,adjetivo-inicia-con-d,
dacia,adjetivo-inicia-con-d,
dacio,adjetivo-inicia-con-d,
dactilar,adjetivo-inicia-con-d,
dada,adjetivo-inicia-con-d,
dadivosa,adjetivo-inicia-con-d,
dadivoso,limosnero/desinteresado/liberal/largo/derrochador/desprendido/dispendioso/caritativo/abundante/esplendido/rumboso/generoso/altruista,
dado,transmitido/donado/cubo/entregado/poliedro/hexaedro/cedido/legado/regalado,
dador,librador/portador/comisionado/donador,
dadora,adjetivo-inicia-con-d,
daltoniana,adjetivo-inicia-con-d,
daltoniano,adjetivo-inicia-con-d,
daltonica,adjetivo-inicia-con-d,
daltonico,adjetivo-inicia-con-d,
damacena,adjetivo-inicia-con-d,
damaceno,adjetivo-inicia-con-d,
damascena,adjetivo-inicia-con-d,
damasceno,adjetivo-inicia-con-d,
damnificador,adjetivo-inicia-con-d,
damnificadora,adjetivo-inicia-con-d,
danada,adjetivo-inicia-con-d,
danado,ofendido/deterioro/golpeado/roto/contuso/maltratado/averiado/herido/estropeado/victima/maltrecho/afectado/malparado/agraviado/lastimado/deteriorado/damnificado/lesionado/perjudicado,
danesa,adjetivo-inicia-con-d,
danica,adjetivo-inicia-con-d,
danico,adjetivo-inicia-con-d,
danina,adjetivo-inicia-con-d,
danino,desfavorable/maligno/diabolico/perverso/bicharrango/enemigo/asesino/bicharraco/perjudicial/adverso/nocivo/animalucho,
danosa,adjetivo-inicia-con-d,
danoso,adjetivo-inicia-con-d,
dantesca,adjetivo-inicia-con-d,
dantesco,pavoroso/aterrador/catastrofico/espeluznante/terrible/infernal/tremendo/impresionante/espantoso,
danzador,saltarin/danzante/danzarin/inquieto/bailarin/bailador,
danzadora,chaconera/danzarina/bailarina/zarabandista/saltarina/danzante/bayadera/almea,
danzarin,saltimbanqui/saltarin/danzante/comba/saltador/danzador/inquieto/volatinero/brincador/bailarin/bailador/acrobata,
danzarina,danzadora/chaconera/bailarina/zarabandista/saltarina/danzante/bayadera/almea,
dardana,adjetivo-inicia-con-d,
dardania,adjetivo-inicia-con-d,
dardanio,adjetivo-inicia-con-d,
dardano,adjetivo-inicia-con-d,
data,nombre/compuesto-inicia-con-d,
datilera,adjetivo-inicia-con-d,
dativa,nombre/compuesto-inicia-con-d,
deambulatoria,adjetivo-inicia-con-d,
deambulatorio,corredor/girola,
debida,nombre/compuesto-inicia-con-d,
debido,preciso/exacto/exigido/obligado/oportuno/requerido/meritorio/digno/correcto/cabal/adeudado/acertado/conveniente/adecuado/necesario/justo/apropiado/merecido,
debil,adjetivo-inicia-con-d,
debilitante,adjetivo-inicia-con-d,
debutante,adjetivo-inicia-con-d,
decadentista,adjetivo-inicia-con-d,
decantador,adjetivo-inicia-con-d,
decantadora,adjetivo-inicia-con-d,
decapoda,adjetivo-inicia-con-d,
decapodo,adjetivo-inicia-con-d,
decasilaba,adjetivo-inicia-con-d,
decasilabo,adjetivo-inicia-con-d,
decente,adjetivo-inicia-con-d,
decepcionante,adjetivo-inicia-con-d,
decible,adjetivo-inicia-con-d,
decidida,adjetivo-inicia-con-d,
decidido,rotundo/brioso/resuelto/determinante/emprendedor/impetuoso/terminante/osado/animoso/concluyente/decisivo/resolutivo/esforzado/valeroso/nauralgico/definitivo/lanzado/atrevido/agresivo/energico/arrojado/categorico/expedito/valiente/contundente/expeditivo/animado/audaz,
decidor,adjetivo-inicia-con-d,
decidora,adjetivo-inicia-con-d,
decima,fiebre/espinela/decimo/diezmo,
decimal,adjetivo-inicia-con-d,
decimo,espinela/decima/participacion/fiebre/diezmo/billete,
decimoctava,adjetivo-inicia-con-d,
decimoctavo,adjetivo-inicia-con-d,
decimocuarta,adjetivo-inicia-con-d,
decimocuarto,adjetivo-inicia-con-d,
decimonona,adjetivo-inicia-con-d,
decimonono,adjetivo-inicia-con-d,
decimonovena,adjetivo-inicia-con-d,
decimonoveno,adjetivo-inicia-con-d,
decimoquinta,adjetivo-inicia-con-d,
decimoquinto,adjetivo-inicia-con-d,
decimoseptima,adjetivo-inicia-con-d,
decimoseptimo,adjetivo-inicia-con-d,
decimosexta,adjetivo-inicia-con-d,
decimosexto,adjetivo-inicia-con-d,
decimotercera,adjetivo-inicia-con-d,
decimotercero,adjetivo-inicia-con-d,
decimotercia,adjetivo-inicia-con-d,
decimotercio,adjetivo-inicia-con-d,
decisiva,adjetivo-inicia-con-d,
decisivo,rotundo/juez/determinante/terminante/vital/neuralgico/fundamental/culminante/censor/concluyente/maximo/resolutivo/importante/clave/biologico/nauralgico/decidido/primordial/algido/cardinal/delicado/central/basico/estrategico/esencial/crucial/categorico/juzgador/contundente/definitivo/critico,
decisoria,adjetivo-inicia-con-d,
decisorio,adjetivo-inicia-con-d,
declamador,conferenciante/disertante/lector/disertador/recitador/rapsoda/orador,
declamadora,adjetivo-inicia-con-d,
declamatoria,adjetivo-inicia-con-d,
declamatorio,afectado/barroco/pomposo/enfatico/artificioso/recargado/rimbombante/grandilocuente/hinchado/ampuloso/altisonante,
declarable,adjetivo-inicia-con-d,
declarada,adjetivo-inicia-con-d,
declarado,publico/notorio/concreto/obvio/claro/patente/evidente/ostensible/manifiesto,
declarador,adjetivo-inicia-con-d,
declaradora,adjetivo-inicia-con-d,
declarante,nombre/comun-inicia-con-d,
declarativa,adjetivo-inicia-con-d,
declarativo,aseverativo/afirmativo/enunciativo,
declaratoria,adjetivo-inicia-con-d,
declaratorio,adjetivo-inicia-con-d,
declinable,adjetivo-inicia-con-d,
declinante,adjetivo-inicia-con-d,
decorativa,adjetivo-inicia-con-d,
decorativo,vistoso/embellecedor/atractivo/estetico/ornamental/artistico,
decorosa,adjetivo-inicia-con-d,
decoroso,honesto/pudico/recatado/precavido/reservado/modesto/cauto/circunspecto/recatada,
decrepita,adjetivo-inicia-con-d,
decrepito,inclinado/decaido/menguado/desanimado/deprimido/enfermizo/enclenque/disminuido/alicaido/caido/debil/abatido/descorazonado/fragil/achacoso/tumbado/valetudinario/desalentado/marchito/delicado/decadente/cansado/mustio/derribado/apesadumbrado,
decretorio,nombre/compuesto-inicia-con-d,
decumbente,adjetivo-inicia-con-d,
decusata,nombre/compuesto-inicia-con-d,
dedicativa,adjetivo-inicia-con-d,
dedicativo,adjetivo-inicia-con-d,
dedicatoria,ofrecimiento/convite/dedicacion/elogio/cumplimiento/brindis/parabien/placeme/invitacion/enhorabuena/saludo/cumplido/congratulacion/felicitacion,
dedicatorio,adjetivo-inicia-con-d,
dedillo,nombre/compuesto-inicia-con-d,
defecador,adjetivo-inicia-con-d,
defecadora,adjetivo-inicia-con-d,
defectible,adjetivo-inicia-con-d,
defectiva,adjetivo-inicia-con-d,
defectivo,adjetivo-inicia-con-d,
defectuosa,adjetivo-inicia-con-d,
defectuoso,gangoso/ininteligible/irregular/confuso/raro/anomalo/insolito/macarronico/nasal/ridiculo/anormal/impuro/aberrante/deforme,
defendedor,adjetivo-inicia-con-d,
defendedora,adjetivo-inicia-con-d,
defendible,adjetivo-inicia-con-d,
defendida,adjetivo-inicia-con-d,
defendido,adjetivo-inicia-con-d,
defensiva,adjetivo-inicia-con-d,
defensivo,adjetivo-inicia-con-d,
defensor,apostol/salvador/favorecedor/liberador/cabeza/lider/humanitario/tutelar/paladin/caritativo/emancipador/filantropo/protector/amparador/auxiliador/cabecilla/benefactor/adalid/jefe/bienhechor/redentor/catequista/salvaguardia/abnegado/salvaguarda/representante/propagador/portaestandarte/abanderado/libertador/proselitista,
defensora,adjetivo-inicia-con-d,
deficitaria,adjetivo-inicia-con-d,
deficitario,adjetivo-inicia-con-d,
definible,adjetivo-inicia-con-d,
definidor,adjetivo-inicia-con-d,
definidora,adjetivo-inicia-con-d,
definitiva,adjetivo-inicia-con-d,
definitivo,ilimitado/verdadero/incondicional/rotundo/completo/determinante/terminante/invariable/seguro/efectivo/concluyente/decisivo/resolutivo/real/cierto/tajante/inmutable/nauralgico/decidido/absoluto/categorico/total/contundente/serio,
definitoria,adjetivo-inicia-con-d,
definitorio,adjetivo-inicia-con-d,
deflagrador,adjetivo-inicia-con-d,
deflagradora,adjetivo-inicia-con-d,
deformable,adjetivo-inicia-con-d,
deformatoria,adjetivo-inicia-con-d,
deformatorio,adjetivo-inicia-con-d,
deforme,adjetivo-inicia-con-d,
defraudador,adjetivo-inicia-con-d,
defraudadora,adjetivo-inicia-con-d,
degenerante,adjetivo-inicia-con-d,
degollador,matarife/jifero/matachin/carnicero,
degolladora,adjetivo-inicia-con-d,
degradada,nombre/compuesto-inicia-con-d,
degradante,adjetivo-inicia-con-d,
dehiscente,adjetivo-inicia-con-d,
deicida,adjetivo-inicia-con-d,
deictica,adjetivo-inicia-con-d,
deictico,adjetivo-inicia-con-d,
deiforme,adjetivo-inicia-con-d,
deitana,adjetivo-inicia-con-d,
deitano,adjetivo-inicia-con-d,
dejada,adjetivo-inicia-con-d,
dejado,abandonado/apatico/desinteresado/negligente/desganado/pasivo/indiferente/descuidado/desalinado/desidioso/desastrado/abulico/adan/sucio/desaseado,
delantera,anticipacion/adelanto/superioridad/preeminencia/antelacion/prelacion/ventaja,
delantero,primero/punta/anterior/exterior/frontal,
delatador,adjetivo-inicia-con-d,
delatadora,adjetivo-inicia-con-d,
delator,judas/falso/chivato/infiel/felon/soplon/desleal/acusica/acuson/traidor/hipocrita,
delatora,adjetivo-inicia-con-d,
deleble,adjetivo-inicia-con-d,
delegada,adjetivo-inicia-con-d,
delegado,negociador/gobernante/mensajero/mandatario/apoderado/nuncio/emisario/legado/gerente/comisionado/ejecutor/embajador/gestor/factotum/jalifa/enviado/lugarteniente/representante/administrador/factor,
delegatoria,adjetivo-inicia-con-d,
delegatorio,adjetivo-inicia-con-d,
deleitosa,adjetivo-inicia-con-d,
deleitoso,adjetivo-inicia-con-d,
deleterea,adjetivo-inicia-con-d,
deletereo,adjetivo-inicia-con-d,
deletreador,adjetivo-inicia-con-d,
deletreadora,adjetivo-inicia-con-d,
deleznable,adjetivo-inicia-con-d,
delfica,adjetivo-inicia-con-d,
delfico,adjetivo-inicia-con-d,
delgada,flaca,
delgado,esqueletico/decaido/afilado/flaco/macilento/alicaido/estilizado/demacrado/esbelto/consumido/abatido/ajado/chupado/fino/airoso/palido/mustio/triste/lamido/escurrido/enjuto/espigado,
delgaducha,adjetivo-inicia-con-d,
delgaducho,adjetivo-inicia-con-d,
delia,adjetivo-inicia-con-d,
deliberada,adjetivo-inicia-con-d,
deliberado,adjetivo-inicia-con-d,
deliberante,adjetivo-inicia-con-d,
deliberativa,adjetivo-inicia-con-d,
deliberativo,adjetivo-inicia-con-d,
delicada,adjetivo-inicia-con-d,
delicado,decrepito/tenue/guapo/comprometido/indolente/exquisito/rompedero/suave/inerme/rico/gustoso/endeble/atractivo/embarazoso/fino/marchito/volatil/agraciado/crucial/precioso/pulido/bello/juzgador/rompible/funesto/insano/bonito/juez/engorroso/enfermizo/enclenque/agradable/debil/relajado/decisivo/apetitoso/noble/pusilanime/malsano/delicioso/incitante/desvalido/pimpollo/bueno/critico/esmerado/primoroso/indefenso/apetecible/aereo/sabroso/censor/esplendido/adornado/vidrioso/gracil/atrayente/achacoso/delicado/escultural/deleznable/gentil/laborioso/vaporoso/incomodo/seductor/violento/etereo/vulnerable/desconcertante/quebradizo/encantador/afiligranado/dificil/ligero/elegante/abandonado/pasivo/guapeton/hermoso/placentero/lindo/sutil/fragil/excelente/leve/majo/valetudinario,
delicaducha,adjetivo-inicia-con-d,
delicaducho,adjetivo-inicia-con-d,
deliciosa,adjetivo-inicia-con-d,
delicioso,encantador/cautivador/satisfactorio/apetecible/admirable/amable/sabroso/agradable/exquisito/maravilloso/placentero/apetitoso/ameno/fascinante/deleitable/rico/jugoso/cladoso/gustoso/atrayente/atractivo/incitante/sugestivo/delicado/adorable/grato/seductor/suculento,
delictiva,adjetivo-inicia-con-d,
delictivo,adjetivo-inicia-con-d,
delicuescente,adjetivo-inicia-con-d,
delimitador,adjetivo-inicia-con-d,
delimitadora,adjetivo-inicia-con-d,
delincuente,adjetivo-inicia-con-d,
delineador,adjetivo-inicia-con-d,
delineadora,adjetivo-inicia-con-d,
delineante,nombre/comun-inicia-con-d,
delio,adjetivo-inicia-con-d,
delirante,adjetivo-inicia-con-d,
demagoga,adjetivo-inicia-con-d,
demagogica,adjetivo-inicia-con-d,
demagogico,adjetivo-inicia-con-d,
demagogo,adjetivo-inicia-con-d,
demandador,adjetivo-inicia-con-d,
demandadora,adjetivo-inicia-con-d,
demanial,adjetivo-inicia-con-d,
demasiada,adjetivo-inicia-con-d,
demasiado,adjetivo-inicia-con-d,
demencial,adjetivo-inicia-con-d,
dementa,adjetivo-inicia-con-d,
demente,maniatico/grillado/trastornado/alienado/vesanico/antojadizo/perturbado/mainatico/enajenado/majareta/loco/pirado/venado/psicotico/ido/venatico/chiflado/esquizofrenico/lunatico/chalado/orate/guillado,
democrata,adjetivo-inicia-con-d,
democratica,adjetivo-inicia-con-d,
democratico,tolerante/democrata,
democristiana,adjetivo-inicia-con-d,
democristiano,adjetivo-inicia-con-d,
demografica,adjetivo-inicia-con-d,
demografico,adjetivo-inicia-con-d,
demoniaca,adjetivo-inicia-con-d,
demoniaco,adjetivo-inicia-con-d,
demonologica,adjetivo-inicia-con-d,
demonologico,adjetivo-inicia-con-d,
demorosa,adjetivo-inicia-con-d,
demoroso,adjetivo-inicia-con-d,
demostrable,adjetivo-inicia-con-d,
denaria,adjetivo-inicia-con-d,
denario,adjetivo-inicia-con-d,
dendriforme,adjetivo-inicia-con-d,
dendroide,adjetivo-inicia-con-d,
dendroidea,adjetivo-inicia-con-d,
dendroideo,adjetivo-inicia-con-d,
denegatoria,adjetivo-inicia-con-d,
denegatorio,adjetivo-inicia-con-d,
denegrida,adjetivo-inicia-con-d,
denegrido,adjetivo-inicia-con-d,
denigrante,adjetivo-inicia-con-d,
denigrativa,adjetivo-inicia-con-d,
denigrativo,adjetivo-inicia-con-d,
denigratoria,adjetivo-inicia-con-d,
denigratorio,adjetivo-inicia-con-d,
denodada,adjetivo-inicia-con-d,
denodado,adjetivo-inicia-con-d,
denostador,adjetivo-inicia-con-d,
denostadora,adjetivo-inicia-con-d,
denostosa,adjetivo-inicia-con-d,
denostoso,adjetivo-inicia-con-d,
denotativa,adjetivo-inicia-con-d,
denotativo,adjetivo-inicia-con-d,
densa,adjetivo-inicia-con-d,
denso,compacto/espeso/lleno/fundamental/comprimido/amazacotado/frondoso/enjundioso/selvoso/importante/silvoso/sustancioso/selvatico/boscoso/silvatico/rico/macizo/apretujado/solido/carrascoso/apelmazado/apretado/grueso,
dentada,adjetivo-inicia-con-d,
dentado,adjetivo-inicia-con-d,
dental,adjetivo-inicia-con-d,
dentaria,adjetivo-inicia-con-d,
dentario,adjetivo-inicia-con-d,
dente,nombre/compuesto-inicia-con-d,
dentellada,mordedura/mordisco/bocado/tarascada,
dentellado,adjetivo-inicia-con-d,
denticonejuna,adjetivo-inicia-con-d,
denticonejuno,adjetivo-inicia-con-d,
denticulada,adjetivo-inicia-con-d,
denticulado,adjetivo-inicia-con-d,
denticular,adjetivo-inicia-con-d,
dentifrica,adjetivo-inicia-con-d,
dentifrico,adjetivo-inicia-con-d,
dentirrostra,adjetivo-inicia-con-d,
dentirrostro,adjetivo-inicia-con-d,
dentista,nombre/comun-inicia-con-d,
dentivana,adjetivo-inicia-con-d,
dentivano,adjetivo-inicia-con-d,
dentoalveolar,adjetivo-inicia-con-d,
denton,adjetivo-inicia-con-d,
dentona,adjetivo-inicia-con-d,
dentuda,adjetivo-inicia-con-d,
dentudo,adjetivo-inicia-con-d,
denunciador,adjetivo-inicia-con-d,
denunciadora,adjetivo-inicia-con-d,
denunciante,nombre/comun-inicia-con-d,
denunciatoria,adjetivo-inicia-con-d,
denunciatorio,adjetivo-inicia-con-d,
deodara,nombre/compuesto-inicia-con-d,
departamental,adjetivo-inicia-con-d,
departidor,adjetivo-inicia-con-d,
departidora,adjetivo-inicia-con-d,
dependienta,adjetivo-inicia-con-d,
dependiente,drogodependiente/trabajador/adicto/ayudante/mancebo/asalariado/enganchado/yonqui/empleado,
depilatoria,adjetivo-inicia-con-d,
depilatorio,adjetivo-inicia-con-d,
depopulador,adjetivo-inicia-con-d,
depopuladora,adjetivo-inicia-con-d,
deportista,nombre/comun-inicia-con-d,
deportiva,adjetivo-inicia-con-d,
deportivo,acrobatico/gimnastico/agil/atletico/ligero,
depositador,adjetivo-inicia-con-d,
depositadora,adjetivo-inicia-con-d,
depositaria,adjetivo-inicia-con-d,
depositario,cuidador/portero/vigilante/guardaspaldas/conserje/escolta/guardian/protector/guarda,
depravada,adjetivo-inicia-con-d,
depravado,lascivo/ladino/malvado/canalla/perfido/licencioso/ruin/malo/lujurioso/sensual/taimado/bellaco/bajo/picaro/maligno/malicioso/perverso/rufian/libertino/vil/tramposo/solapado/corrompido/habil/bribon/vicioso/sagaz/receloso/desconfiado/astuto/zorro/pillo,
depravador,adjetivo-inicia-con-d,
depravadora,adjetivo-inicia-con-d,
deprecante,adjetivo-inicia-con-d,
deprecativa,adjetivo-inicia-con-d,
deprecativo,adjetivo-inicia-con-d,
deprecatoria,adjetivo-inicia-con-d,
deprecatorio,adjetivo-inicia-con-d,
depresiva,adjetivo-inicia-con-d,
depresivo,adjetivo-inicia-con-d,
depresor,adjetivo-inicia-con-d,
depresora,adjetivo-inicia-con-d,
deprimente,adjetivo-inicia-con-d,
deprimida,adjetivo-inicia-con-d,
deprimido,inclinado/decrepito/decaido/melancolico/menguado/desanimado/alicaido/cabizbajo/disminuido/alicaido/caido/debil/abatido/descorazonado/abrumado/consternado/apenado/acongojado/tumbado/desalentado/decadente/cansado/mustio/triste/atribulado/agobiado/contrito/derribado/apesadumbrado/angustiado/afligido,
depurador,adjetivo-inicia-con-d,
depuradora,adjetivo-inicia-con-d,
depurativa,adjetivo-inicia-con-d,
depurativo,adjetivo-inicia-con-d,
depuratoria,adjetivo-inicia-con-d,
depuratorio,adjetivo-inicia-con-d,
derecha,estribor,
derechera,adjetivo-inicia-con-d,
derechero,adjetivo-inicia-con-d,
derechista,nombre/comun-inicia-con-d,
derecho,rectitud/licitud/vigencia/legislacion/lineal/moralidad/leyes/enhiesto/ley/seguido/erecto/listado/justo/legalidad/estimacion/justicia/merito/abogacia/directo/rectilineo/merecimiento/justiciero/recto/vertical/imparcial/tieso/integro/jurisprudencia/premio/erguido/legitimidad,
derivada,adjetivo-inicia-con-d,
derivado,adjetivo-inicia-con-d,
derivativa,adjetivo-inicia-con-d,
derivativo,adjetivo-inicia-con-d,
dermica,adjetivo-inicia-con-d,
dermico,adjetivo-inicia-con-d,
derogador,adjetivo-inicia-con-d,
derogadora,adjetivo-inicia-con-d,
derogatoria,adjetivo-inicia-con-d,
derogatorio,adjetivo-inicia-con-d,
derramada,adjetivo-inicia-con-d,
derramado,adjetivo-inicia-con-d,
derramador,adjetivo-inicia-con-d,
derramadora,adjetivo-inicia-con-d,
derraspada,adjetivo-inicia-con-d,
derraspado,adjetivo-inicia-con-d,
derrengada,adjetivo-inicia-con-d,
derrengado,extenuado/languido/indolente/cansado/postrado/debil/flojo/desanimado/fatigado/desalentado/abatido/descorazonado,
derretida,adjetivo-inicia-con-d,
derretido,adjetivo-inicia-con-d,
derribada,adjetivo-inicia-con-d,
derribado,inclinado/decrepito/cansado/mustio/decadente/decaido/disminuido/alicaido/caido/menguado/debil/apesadumbrado/desanimado/deprimido/tumbado/desalentado/abatido/descorazonado,
